"","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"315","PS4",2015,"Sports",2.49,0.66,0.03,0.69,3.88,87,51,6,364
"316","PS2",2005,"Fighting",0.93,1.94,0.31,0.7,3.87,88,62,8,229
"317","NES",1988,"Role-Playing",0.1,0,3.77,0,3.87,NA,NA,NA,NA
"318","PS3",2006,"Racing",1.53,1.6,0.06,0.67,3.87,84,9,7,220
"319","3DS",2011,"Simulation",1.44,1.41,0.73,0.27,3.85,NA,NA,NA,NA
"320","PS2",2004,"Sports",0.16,1.89,1.12,0.68,3.85,91,26,9,38
"321","PS3",2010,"Sports",2.13,1.12,0.1,0.5,3.84,76,64,7,104
"322","PS",1995,"Misc",2.12,1.44,0.22,0.06,3.84,NA,NA,NA,NA
"323","GB",1992,"Action",2.21,0.96,0.54,0.13,3.83,NA,NA,NA,NA
"324","PS4",2013,"Shooter",1.78,1.43,0.05,0.57,3.83,78,49,3,1564
"325","DS",2007,"Misc",0.86,1.56,1.05,0.35,3.83,59,22,4,4
"326","PS4",2016,"Shooter",1.35,1.7,0.15,0.6,3.8,80,64,7,2219
"327","Wii",2007,"Misc",1.05,1.91,0.41,0.42,3.79,68,33,6,39
"328","PS",1996,"Action",1.82,1.24,0.47,0.25,3.77,NA,NA,NA,NA
"329","DS",2009,"Role-Playing",2.23,0.47,0.81,0.26,3.77,NA,NA,NA,NA
"330","X360",2008,"Action",2.4,1.01,0,0.36,3.76,77,60,7,66
"331","PC",2002,"Simulation",2.03,1.56,0,0.17,3.76,79,21,8,29
"332","PSP",2007,"Platform",1.4,1.39,0.1,0.86,3.74,NA,NA,NA,NA
"333","PS",2001,"Action",1.37,2,0.14,0.22,3.73,64,11,7,41
"334","Wii",2011,"Sports",1.12,1.87,0.27,0.45,3.72,NA,NA,NA,NA
"335","PS",1999,"Action",1.3,0.77,1.54,0.11,3.72,NA,NA,NA,NA
"336","Wii",2007,"Platform",1.95,0.86,0.59,0.31,3.71,85,56,7,417
"337","PS",2000,"Platform",1.93,1.58,0,0.19,3.71,91,15,8,207
"338","PS3",2013,"Action",1.33,1.68,0.13,0.57,3.71,88,36,8,840
"339","PS2",2004,"Sports",0.58,2.48,0.04,0.59,3.7,81,27,7,56
"340","GB",1998,"Strategy",1.49,0.73,1.38,0.1,3.7,NA,NA,NA,NA
"341","DS",2009,"Misc",0,0,3.67,0,3.67,NA,NA,NA,NA
"342","PS2",2002,"Sports",2.13,1.18,0.01,0.35,3.67,94,27,8,128
"343","XOne",2015,"Shooter",2.04,1.28,0.02,0.32,3.66,NA,NA,NA,NA
"344","DS",2007,"Simulation",1.58,1.59,0.08,0.41,3.66,67,15,7,13
"345","PSP",2005,"Racing",1.65,1.21,0,0.79,3.65,74,34,8,31
"346","N64",1998,"Platform",1.87,1.13,0.55,0.1,3.65,NA,NA,NA,NA
"347","PS2",2002,"Shooter",2.53,0.81,0.06,0.24,3.65,82,42,7,82
"348","PS2",2001,"Platform",2.08,1.09,0.15,0.33,3.64,90,35,8,312
"349","N64",1999,"Simulation",2.23,0.68,0.66,0.06,3.63,NA,NA,NA,NA
"350","PS2",2007,"Sports",0.05,0,0.64,2.93,3.63,82,10,7,38
"351","PS2",2005,"Action",2.08,0.83,0.46,0.25,3.62,96,38,8,1013
"352","Wii",2008,"Misc",2.32,0.96,0,0.34,3.62,86,18,7,71
"353","PS3",2009,"Sports",0.6,2.45,0.05,0.52,3.62,91,56,7,203
"354","PS2",2004,"Shooter",1.93,1.22,0.03,0.44,3.61,82,36,8,142
"355","PC",1994,"Shooter",2.05,1.4,0,0.16,3.61,NA,NA,NA,NA
"356","PS2",2001,"Racing",2.02,1.17,0,0.42,3.61,64,23,7,32
"357","GC",2001,"Action",2.38,0.67,0.46,0.1,3.6,78,34,8,161
"358","PS4",2013,"Shooter",1.35,1.55,0.17,0.51,3.59,85,18,6,1580
"359","PS2",2005,"Shooter",2.18,1.02,0.03,0.37,3.59,84,30,9,268
"360","Wii",2013,"Misc",1.88,1.39,0,0.31,3.59,NA,NA,6,10
"361","DS",2007,"Simulation",1.6,1.49,0.1,0.39,3.58,70,39,8,9
"362","PS",2000,"Fighting",2.01,1.35,0.06,0.16,3.58,NA,NA,NA,NA
"363","PS",1997,"Platform",1.57,1.79,0,0.2,3.56,NA,NA,NA,NA
"364","PS2",2006,"Action",1.56,1.4,0.07,0.5,3.54,78,49,7,112
"365","PS2",2002,"Action",1.23,1.77,0.05,0.49,3.54,72,49,6,88
"366","PS",1997,"Action",1.66,1.58,0.12,0.18,3.54,NA,NA,NA,NA
"367","PS2",2001,"Shooter",1.9,1.13,0.1,0.41,3.53,72,27,7,48
"368","PS2",2005,"Action",1.98,1.14,0.01,0.41,3.53,NA,NA,NA,NA
"369","PS",2000,"Action",1.96,1.33,0,0.23,3.52,NA,NA,NA,NA
"370","X360",2010,"Sports",0.71,2.39,0.02,0.4,3.52,88,66,7,155
"371","PS",1999,"Platform",2.14,1.21,0.01,0.17,3.52,NA,NA,NA,NA
"372","X360",2008,"Shooter",2.66,0.49,0.05,0.3,3.51,89,67,7,1309
"373","SNES",1996,"Platform",1.17,0.5,1.75,0.08,3.51,NA,NA,NA,NA
"374","XOne",2014,"Action",2.27,0.9,0,0.33,3.5,72,59,4,1005
"375","NES",1985,"Action",1.64,0.38,1.42,0.06,3.5,NA,NA,NA,NA
"376","X360",2009,"Action",2.11,0.93,0.12,0.34,3.5,83,91,7,523
"377","X360",2010,"Action",2.85,0.38,0.03,0.24,3.49,89,81,8,693
"379","PS3",2013,"Shooter",1.3,1.42,0.27,0.5,3.49,80,14,5,579
"380","X360",2009,"Action",2.2,0.95,0.02,0.31,3.48,92,78,8,1080
"381","X360",2013,"Shooter",2.15,1.01,0.02,0.31,3.48,79,21,5,542
"382","X360",2010,"Shooter",2.1,1.01,0.04,0.32,3.47,88,75,8,869
"383","DS",2009,"Sports",1.21,1.62,0.27,0.37,3.46,NA,NA,NA,NA
"384","DS",2008,"Misc",2.1,1.01,0.01,0.35,3.46,71,70,8,29
"385","DS",2006,"Misc",0.59,1.79,0.73,0.34,3.45,83,30,8,28
"386","3DS",2013,"Role-Playing",0,0,3.44,0,3.44,NA,NA,NA,NA
"387","X360",2009,"Shooter",2.4,0.71,0.03,0.29,3.44,84,83,8,715
"388","PS2",2002,"Fighting",1.55,1.27,0.33,0.29,3.44,79,23,8,126
"389","SNES",1994,"Role-Playing",0.86,0,2.55,0.02,3.42,NA,NA,NA,NA
"390","PS",1998,"Action",1.13,2.07,0,0.22,3.42,70,15,8,67
"391","PS4",2015,"Action",1.09,1.36,0.49,0.48,3.41,93,86,8,3943
"392","PS2",2004,"Action",1.75,1.2,0.02,0.43,3.41,80,50,8,106
"393","GB",1990,"Racing",1.73,0.69,0.59,0.4,3.41,NA,NA,NA,NA
"394","PS2",2002,"Sports",0.46,2.28,0.05,0.61,3.4,88,15,6,35
"395","PS3",2011,"Platform",1.83,1.05,0.06,0.46,3.39,91,86,8,657
"396","PS",2000,"Misc",1.56,1.47,0.19,0.17,3.39,68,12,8,99
"397","PS4",2015,"Action",0.81,1.99,0.07,0.52,3.39,76,86,6,1319
"398","X360",2008,"Action",2.04,1.02,0,0.32,3.38,76,49,7,75
"399","XOne",2014,"Shooter",2.14,0.92,0,0.31,3.37,75,11,5,1735
"400","PS",1998,"Fighting",2.47,0.76,0,0.13,3.36,NA,NA,NA,NA
"401","N64",2000,"Action",1.9,0.67,0.73,0.06,3.36,NA,NA,NA,NA
"402","PS3",2012,"Shooter",0.88,1.7,0.1,0.67,3.35,90,32,8,1041
"403","PS",1998,"Adventure",1.63,1.53,0,0.18,3.34,NA,NA,NA,NA
"404","DS",2006,"Misc",0,0.99,2.32,0.02,3.33,NA,NA,NA,NA
"405","PS2",2002,"Shooter",1.45,1.29,0.12,0.46,3.33,77,20,8,66
"406","PS2",2002,"Platform",1.44,1.01,0.57,0.3,3.33,NA,NA,NA,NA
"407","3DS",2015,"Action",0.27,0.21,2.79,0.05,3.32,NA,NA,NA,NA
"408","PS2",2005,"Action",1.47,1.39,0.03,0.43,3.32,60,34,7,82
"409","DS",2009,"Action",1.4,0.91,0.74,0.26,3.31,87,75,7,228
"410","PS2",2001,"Shooter",1.99,1.05,0.05,0.22,3.31,80,21,8,86
"411","X360",2013,"Action",1.9,1.11,0.01,0.29,3.3,86,35,7,701
"412","PS2",2003,"Action",1.5,1.28,0.05,0.46,3.28,85,31,8,105
"413","3DS",2014,"Role-Playing",0.09,0,3.18,0.01,3.28,NA,NA,NA,NA
"414","XOne",2015,"Shooter",2.61,0.33,0,0.34,3.28,82,74,7,563
"415","PS2",2003,"Action",1.89,1.05,0.02,0.31,3.27,77,39,8,94
"416","DS",2008,"Puzzle",0.6,1.57,0.82,0.27,3.26,86,62,9,111
"417","PSP",2009,"Racing",0.5,1.58,0.31,0.87,3.25,NA,NA,NA,NA
"418","XOne",2015,"Sports",0.89,2.12,0,0.24,3.25,84,45,4,459
"419","Wii",2008,"Misc",1.35,1.11,0.46,0.32,3.25,63,43,4,116
"420","PS",1995,"Fighting",0.95,1.3,0.77,0.22,3.24,NA,NA,NA,NA
"421","PS4",2015,"Sports",2.34,0.3,0,0.6,3.24,83,37,5,180
"422","PS3",2013,"Racing",0.72,1.67,0.4,0.44,3.23,81,81,7,758
"423","XOne",2014,"Shooter",1.91,1,0.03,0.29,3.23,85,69,7,1267
"424","PS",1999,"Shooter",1.72,1.33,0,0.16,3.21,NA,NA,NA,NA
"425","WiiU",2015,"Platform",1.18,0.89,0.94,0.2,3.21,88,85,8,691
"426","PS",2000,"Fighting",1.76,1.21,0.07,0.16,3.2,NA,NA,NA,NA
"427","NES",1983,"Sports",0.73,0.1,2.35,0.02,3.2,NA,NA,NA,NA
"428","SNES",1995,"Fighting",2.26,0.72,0.12,0.1,3.2,NA,NA,NA,NA
"429","SNES",1995,"Role-Playing",0,0,3.19,0,3.19,NA,NA,NA,NA
"430","PSP",2008,"Action",1.48,1,0.04,0.66,3.18,91,79,8,565
"431","PS2",2003,"Action",1.78,1.12,0.09,0.19,3.18,62,30,8,137
"432","PSP",2007,"Role-Playing",1.35,0.59,0.8,0.43,3.18,83,67,8,463
"433","X360",2010,"Misc",2.15,0.76,0.01,0.26,3.17,82,63,7,85
"434","PS3",2011,"Adventure",1.27,1.29,0.12,0.49,3.17,89,78,7,1010
"435","PS2",2001,"Simulation",2.06,0.56,0.38,0.17,3.17,89,22,9,95
"436","GC",2001,"Simulation",1.92,0.16,0.99,0.09,3.15,87,42,8,137
"437","PS2",2007,"Sports",0.68,0,0,2.46,3.14,83,12,6,36
"438","DS",2008,"Adventure",1.87,0.97,0,0.3,3.14,NA,NA,8,37
"439","PS",2000,"Action",1.7,1.25,0.02,0.16,3.13,87,19,9,107
"440","Wii",2012,"Misc",1.06,1.09,0.76,0.22,3.13,73,45,6,155
"441","PS",1998,"Racing",2.14,0.86,0,0.13,3.12,88,13,NA,NA
"442","N64",1999,"Racing",2.31,0.62,0.14,0.04,3.12,NA,NA,NA,NA
"443","DS",2005,"Platform",1.21,1.56,0.06,0.29,3.12,82,43,8,101
"444","NES",1990,"Role-Playing",0.08,0,3.03,0.01,3.12,NA,NA,NA,NA
"445","DS",2008,"Misc",0.55,0.5,1.93,0.13,3.11,83,48,9,63
"446","PS3",2010,"Role-Playing",1.52,1.03,0.1,0.46,3.11,82,57,7,492
"447","DS",2006,"Misc",0.9,1,1.03,0.17,3.11,81,12,7,10
"448","PS3",2007,"Role-Playing",1.69,0.85,0.14,0.43,3.1,93,45,8,604
"449","3DS",2013,"Action",1.4,1.01,0.46,0.23,3.1,91,81,8,1057
"450","PS3",2012,"Shooter",0.88,0.94,0.88,0.4,3.1,74,34,5,1304
"451","X360",2010,"Role-Playing",1.99,0.81,0.03,0.27,3.1,96,98,8,3143
"452","PS2",2002,"Fighting",2.17,0.28,0.55,0.08,3.09,67,28,7,71
"453","PS2",2001,"Sports",2.5,0.16,0.01,0.42,3.08,94,23,7,46
"454","NES",1986,"Sports",1.92,0.45,0.64,0.07,3.08,NA,NA,NA,NA
"455","GB",1994,"Platform",1.57,0.62,0.55,0.34,3.07,NA,NA,NA,NA
"456","PC",2002,"Simulation",1.72,1.21,0,0.14,3.07,75,18,7,22
"458","3DS",2015,"Simulation",0.51,1.02,1.4,0.12,3.05,66,60,6,106
"459","PC",2014,"Simulation",1,1.82,0,0.23,3.05,70,74,3,2057
"460","X360",2012,"Shooter",1.89,0.88,0.04,0.25,3.05,89,59,8,892
"461","DS",2008,"Action",1.75,1.01,0,0.29,3.05,72,16,8,16
"462","X360",2008,"Action",1.91,0.84,0,0.29,3.04,75,42,7,32
"463","X360",2012,"Role-Playing",1.94,0.84,0.03,0.24,3.04,93,74,5,3725
"464","PS3",2010,"Adventure",1.29,1.21,0.06,0.47,3.03,87,107,7,2759
"465","PS",1995,"Platform",1.54,1.33,0,0.16,3.03,NA,NA,NA,NA
"466","X360",2008,"Action",1.94,0.79,0.02,0.28,3.03,81,75,8,307
"467","XB",2002,"Action",1.85,1.04,0,0.13,3.02,93,46,8,121
"468","NES",1987,"Fighting",2.03,0.47,0.45,0.07,3.02,NA,NA,NA,NA
"469","PS2",2002,"Sports",1.45,1.13,0.07,0.38,3.02,NA,NA,NA,NA
"470","PS4",2013,"Sports",0.61,1.85,0.11,0.44,3.01,87,26,6,616
"471","PS3",2009,"Shooter",1.4,1.06,0.08,0.47,3.01,91,94,8,1505
"472","X360",2012,"Shooter",1.38,1.32,0.02,0.28,3,91,39,8,1247
"473","Wii",2010,"Platform",2.04,0.63,0.12,0.22,3,73,78,7,131
"474","X360",2012,"Sports",2.6,0.2,0.01,0.19,3,88,41,7,131
"475","PS2",2007,"Fighting",1.15,0,0.76,1.09,3,73,24,9,173
"477","SNES",1993,"Shooter",1.61,0.51,0.8,0.07,2.99,NA,NA,NA,NA
"478","PC",2000,"Misc",1.67,1.18,0,0.13,2.99,82,23,6,20
"479","PS2",2002,"Sports",0.12,1.26,1.16,0.45,2.99,93,24,9,65
"480","PS2",2001,"Action",1.36,0.86,0.64,0.13,2.99,94,37,8,466
"481","PC",2011,"Role-Playing",1.58,1.01,0,0.38,2.96,85,73,5,2748
"482","PS4",2014,"Action",1.01,1.43,0.05,0.47,2.96,84,85,8,1886
"483","PS2",2003,"Platform",1.04,1.37,0.06,0.49,2.96,64,29,7,94
"484","PS2",2002,"Action",1.36,1.15,0.04,0.41,2.96,85,19,7,78
"485","XOne",2014,"Shooter",1.84,0.8,0.04,0.27,2.95,86,68,6,2658
"486","PS3",2010,"Shooter",1.33,1.1,0.08,0.44,2.95,88,59,8,572
"487","N64",1996,"Racing",1.98,0.58,0.34,0.04,2.94,NA,NA,NA,NA
"488","PS2",2003,"Shooter",2.22,0.51,0.06,0.15,2.94,87,42,9,93
"489","PS2",2005,"Fighting",1.45,1.11,0.04,0.33,2.94,NA,NA,NA,NA
"490","GBA",2001,"Puzzle",2.07,0.77,0.05,0.05,2.94,79,13,7,4
"491","X360",2009,"Fighting",1.82,0.7,0.15,0.26,2.94,93,77,7,292
"492","PS3",2009,"Action",1.76,0.68,0.12,0.37,2.93,85,98,8,1172
"493","DS",2008,"Platform",1.55,0.04,1.19,0.15,2.92,76,40,8,76
"494","XOne",2013,"Shooter",1.88,0.77,0,0.27,2.92,78,7,4,700
"495","X360",2014,"Sports",0.79,1.92,0,0.21,2.92,NA,NA,4,85
"496","GBA",2002,"Platform",1.75,0.45,0.62,0.09,2.91,NA,NA,NA,NA
"497","X360",2007,"Role-Playing",1.83,0.79,0.03,0.27,2.91,91,74,8,1692
"498","PS2",2004,"Misc",1.54,1.14,0,0.22,2.9,73,21,8,30
"499","PS2",2003,"Sports",0.08,1.24,1.13,0.45,2.9,93,28,9,45
"500","X360",2008,"Sports",1.75,0.86,0,0.28,2.89,67,45,6,18
"501","PS2",2001,"Sports",0.99,0.32,1.38,0.2,2.89,85,30,8,16
"502","Wii",2007,"Simulation",1.41,1.12,0.05,0.3,2.89,61,37,5,23
"503","PS2",2004,"Shooter",1.51,1.12,0.01,0.24,2.89,76,49,7,69
"504","Wii",2006,"Puzzle",0.86,1.04,0.73,0.26,2.89,83,61,7,179
"505","PS",1999,"Shooter",2.03,0.72,0.02,0.11,2.88,NA,NA,NA,NA
"506","DS",2007,"Simulation",1.3,1.26,0,0.31,2.87,NA,NA,7,15
"507","PS",1998,"Racing",0.09,2.43,0.12,0.22,2.87,NA,NA,NA,NA
"508","X360",2012,"Sports",2.53,0.15,0,0.17,2.86,81,36,5,179
"509","XB",2002,"Role-Playing",2.09,0.63,0.03,0.11,2.86,87,34,8,111
"510","PS4",2013,"Action",1.07,1.31,0.06,0.42,2.85,83,29,7,1530
"511","PC",1996,"Strategy",1.37,1.34,0,0.14,2.85,NA,NA,NA,NA
"512","SNES",1990,"Racing",1.37,0.51,0.89,0.07,2.85,NA,NA,NA,NA
"513","N64",1997,"Platform",1.29,0.53,0.98,0.05,2.85,NA,NA,NA,NA
"514","PS3",2011,"Fighting",1.98,0.53,0,0.34,2.84,84,60,8,494
"515","X360",2009,"Sports",2.52,0.09,0,0.22,2.83,85,58,6,90
"516","PS2",2002,"Fighting",1.32,1.08,0.04,0.39,2.83,NA,NA,NA,NA
"517","X360",2007,"Shooter",1.65,0.85,0.05,0.28,2.83,96,88,8,2249
"518","GC",2002,"Shooter",1.96,0.67,0.1,0.09,2.82,97,70,9,747
"519","PS3",2010,"Action",1.87,0.55,0.11,0.29,2.82,90,59,8,791
"520","GBA",2003,"Action",1.59,1.05,0.04,0.14,2.82,NA,NA,7,8
"521","Wii",2011,"Sports",1.51,1.03,0,0.27,2.81,NA,NA,NA,NA
"522","PC",1994,"Adventure",0.02,2.79,0,0,2.81,NA,NA,NA,NA
"523","PS3",2010,"Shooter",1.28,1.04,0.07,0.42,2.81,75,56,7,286
"524","PS3",2012,"Racing",0.71,1.46,0.06,0.58,2.81,NA,NA,NA,NA
"525","DS",2007,"Simulation",1.32,1.19,0,0.3,2.8,NA,NA,7,7
"526","PS2",2003,"Fighting",1.32,1.06,0.04,0.38,2.8,NA,NA,NA,NA
"527","PS",1997,"Sports",0.29,0.2,2.13,0.18,2.79,NA,NA,NA,NA
"528","PS",1998,"Platform",1.96,0.72,0,0.11,2.79,NA,NA,NA,NA
"529","PS2",2001,"Fighting",1.19,1.15,0.04,0.41,2.79,NA,NA,NA,NA
"530","PS4",2014,"Action",1.28,0.98,0.07,0.46,2.79,80,90,7,2944
"531","SNES",1992,"Role-Playing",0,0,2.78,0.01,2.79,NA,NA,NA,NA
"532","PS",1996,"Fighting",1.98,0.7,0,0.11,2.79,NA,NA,NA,NA
"533","3DS",2011,"Role-Playing",0.46,0.29,1.96,0.07,2.79,NA,NA,NA,NA
"534","PS2",2001,"Sports",2.19,0.22,0,0.38,2.79,89,22,8,39
"535","PS2",2003,"Platform",1.68,0.74,0,0.36,2.78,87,47,8,241
"536","PS2",2003,"Platform",1.44,0.83,0.26,0.25,2.78,NA,NA,NA,NA
"537","PS3",2010,"Racing",1.05,1.23,0.03,0.47,2.78,89,59,7,301
"538","Wii",2011,"Action",1.35,1.13,0,0.3,2.78,81,11,5,31
"539","PC",2011,"Shooter",0.89,1.43,0,0.46,2.78,89,61,7,4926
"540","PS4",2015,"Fighting",1.5,0.8,0,0.48,2.78,83,81,7,836
"541","PS2",2003,"Simulation",1.41,1.12,0,0.24,2.77,83,33,7,46
"542","PS3",2011,"Shooter",1.45,0.86,0.09,0.38,2.77,84,85,7,942
"543","X360",2008,"Action",1.74,0.77,0,0.26,2.77,73,74,6,389
"544","XOne",2014,"Misc",1.61,0.9,0,0.25,2.76,NA,NA,NA,NA
"545","DS",2006,"Platform",1.45,0.07,1.1,0.15,2.76,81,42,7,67
"546","X360",2011,"Action",1.25,1.14,0.07,0.3,2.76,84,70,7,490
"547","2600",1980,"Shooter",2.56,0.17,0,0.03,2.76,NA,NA,NA,NA
"548","SNES",1992,"Misc",1.43,0.54,0.71,0.07,2.75,NA,NA,NA,NA
"549","PS3",2009,"Fighting",1.2,0.97,0.17,0.42,2.75,79,63,7,211
"550","N64",2000,"Strategy",1.02,0.36,1.13,0.23,2.73,NA,NA,NA,NA
"551","NES",1986,"Action",1.33,0.31,1.04,0.05,2.73,NA,NA,NA,NA
"552","Wii",2007,"Platform",1.21,1.19,0.04,0.29,2.73,69,44,6,174
"553","PS3",2015,"Sports",0.41,1.84,0.05,0.4,2.71,NA,NA,3,58
"554","GBA",2002,"Action",1.75,0.52,0.33,0.1,2.7,95,30,9,314
"555","PS2",2001,"Action",0.99,0.48,1.09,0.14,2.7,86,23,8,56
"556","N64",1998,"Misc",1.25,0.53,0.87,0.05,2.7,NA,NA,NA,NA
"557","X360",2011,"Adventure",1.52,0.92,0.02,0.24,2.7,89,83,7,893
"558","X360",2006,"Shooter",1.49,0.92,0.02,0.27,2.7,82,71,6,233
"559","X360",2011,"Sports",2.42,0.11,0,0.16,2.69,78,55,5,94
"560","PS2",2006,"Action",1.85,0.64,0.01,0.19,2.69,84,32,9,41
"561","PS4",2013,"Shooter",0.89,1.33,0.08,0.39,2.69,73,88,6,2102
"562","X360",2010,"Sports",2.38,0.12,0,0.18,2.69,84,47,5,120
"563","PS2",2004,"Racing",1.23,1.11,0,0.34,2.68,93,52,9,271
"564","3DS",2014,"Role-Playing",0,0,2.68,0,2.68,NA,NA,NA,NA
"565","GEN",1992,"Fighting",1.95,0.63,0,0.09,2.67,NA,NA,NA,NA
"566","DS",2010,"Puzzle",1.63,0.51,0.35,0.18,2.67,79,51,7,18
"567","DS",2009,"Puzzle",0.28,1.39,0.68,0.32,2.67,83,58,8,52
"568","PS2",2005,"Shooter",1.48,0.92,0.01,0.26,2.67,77,39,8,69
"569","PS",1998,"Shooter",1.44,1.09,0,0.14,2.67,92,17,8,80
"570","XB",2004,"Role-Playing",1.99,0.58,0,0.09,2.66,85,87,8,268
"571","X360",2008,"Misc",1.78,0.63,0,0.25,2.66,85,67,6,171
"572","XOne",2016,"Sports",0.43,2.05,0,0.17,2.65,84,50,5,201
"573","DS",2006,"Action",1.59,0.8,0,0.26,2.65,NA,NA,6,10
"574","PS2",2003,"Action",1.15,1.11,0,0.4,2.65,89,24,7,102
"575","NES",1986,"Platform",0,0,2.65,0,2.65,NA,NA,NA,NA
"576","PS3",2009,"Racing",0.69,1.4,0.04,0.52,2.65,84,55,6,113
"577","N64",1996,"Action",2,0.5,0.12,0.03,2.65,NA,NA,NA,NA
"578","PSP",2006,"Shooter",0.86,1.11,0.01,0.66,2.65,71,24,7,47
"579","PS3",2011,"Role-Playing",0.78,0.73,0.89,0.23,2.63,79,53,6,707
"580","PS2",2000,"Racing",2,0.47,0.02,0.14,2.63,78,18,7,21
"581","X360",2010,"Sports",1.47,0.93,0,0.24,2.63,80,65,8,127
"582","PS2",2004,"Sports",2.15,0.12,0,0.36,2.62,90,37,8,84
"583","X360",2009,"Strategy",1.54,0.8,0.04,0.24,2.62,82,92,7,454
"584","X360",2011,"Sports",2.31,0.14,0.01,0.16,2.62,90,42,7,134
"585","PSP",2006,"Fighting",0.76,1.09,0.12,0.64,2.62,NA,NA,NA,NA
"586","X360",2009,"Sports",0.59,1.79,0.01,0.23,2.62,90,63,7,133
"587","X360",2010,"Shooter",1.56,0.8,0.04,0.21,2.61,74,71,6,288
"588","PS2",2002,"Action",0.9,1.22,0.04,0.44,2.61,71,16,7,49
"589","GEN",1990,"Action",1.86,0.55,0.11,0.08,2.6,NA,NA,NA,NA
"590","PS3",2009,"Action",1.7,0.44,0.06,0.4,2.6,91,50,8,529
"591","PS2",2004,"Sports",2.03,0.21,0,0.35,2.59,84,21,8,44
"592","Wii",2007,"Sports",1.05,1.05,0.24,0.24,2.58,79,47,8,124
"593","PS3",2008,"Sports",0.48,1.63,0.04,0.43,2.58,87,42,7,108
"594","DS",2008,"Simulation",0.62,0.82,0.96,0.18,2.58,73,4,7,7
"595","PS2",2006,"Fighting",1.4,0.88,0.03,0.26,2.58,80,27,8,57
"596","X360",2007,"Action",1.53,0.81,0,0.24,2.57,80,24,7,114
"597","PS2",2004,"Platform",1.31,0.74,0.31,0.22,2.57,NA,NA,NA,NA
"598","PS2",2007,"Sports",2.14,0.08,0,0.35,2.57,78,11,7,17
"599","PSP",2007,"Role-Playing",0.37,0.27,1.75,0.18,2.57,72,38,8,83
"600","PS3",2007,"Platform",0.93,1.1,0.08,0.45,2.56,NA,NA,NA,NA
"601","Wii",2010,"Platform",0.99,0.52,0.92,0.14,2.56,NA,NA,NA,NA
"602","GC",2001,"Platform",1.7,0.59,0.21,0.07,2.56,73,28,8,179
"603","NES",1987,"Role-Playing",0.15,0,2.41,0,2.56,NA,NA,NA,NA
"604","X360",2009,"Action",1.04,1.22,0.03,0.27,2.56,NA,NA,NA,NA
"605","PS3",2012,"Sports",2.11,0.22,0,0.23,2.56,83,22,5,101
"606","X360",2009,"Role-Playing",1.76,0.55,0.03,0.22,2.56,86,68,7,725
"607","GC",2003,"Role-Playing",1.21,0.57,0.7,0.07,2.54,73,37,8,89
"608","PSP",2009,"Platform",0.64,1.22,0.01,0.67,2.54,87,68,7,98
"609","X360",2008,"Sports",2.21,0.12,0,0.2,2.53,83,50,7,125
"611","PS2",2001,"Racing",1.13,1.12,0.06,0.22,2.52,80,15,7,46
"612","DS",2010,"Misc",0.26,1.65,0.33,0.28,2.52,75,15,8,5
"613","X360",2013,"Sports",2.1,0.19,0,0.23,2.52,87,23,4,150
"614","N64",2000,"Action",1.55,0.75,0.16,0.06,2.52,NA,NA,NA,NA
"615","Wii",2012,"Action",1.48,0.83,0,0.21,2.52,78,8,7,20
"616","NES",1986,"Role-Playing",0.49,0,0.52,1.51,2.52,NA,NA,NA,NA
"617","Wii",2008,"Sports",1.11,0.85,0.29,0.25,2.5,50,23,5,16
"618","PS2",2008,"Sports",0.13,0.07,0.26,2.05,2.5,NA,NA,NA,NA
"619","N64",1999,"Misc",1.28,0.14,1.08,0.01,2.5,NA,NA,NA,NA
"620","X360",2006,"Role-Playing",2.29,0.02,0,0.19,2.5,82,68,7,120
"621","XB",2003,"Action",1.84,0.56,0,0.09,2.49,NA,NA,NA,NA
"622","PS2",2002,"Fighting",1.81,0.52,0,0.15,2.49,79,31,8,96
"623","Wii",2007,"Misc",1.47,0.77,0,0.24,2.48,25,8,4,26
"624","PS4",2015,"Action",1.03,0.81,0.26,0.38,2.48,92,100,8,6383
"625","PS",1998,"Action",1.15,1.14,0.06,0.13,2.48,NA,NA,NA,NA
"626","GC",2002,"Misc",1.13,0.36,0.92,0.07,2.47,70,26,7,74
"627","X360",2008,"Racing",1.38,0.84,0,0.25,2.47,85,55,7,83
"629","PS3",2012,"Sports",1.73,0.43,0.05,0.27,2.47,90,26,8,99
"630","PS3",2011,"Action",0.86,1.04,0.18,0.38,2.47,82,50,7,384
"631","PS3",2008,"Shooter",1.15,0.84,0.1,0.38,2.46,87,79,6,1889
"632","PS4",2014,"Sports",1.47,0.54,0.01,0.43,2.45,83,50,7,291
"633","SNES",1992,"Role-Playing",0,0,2.43,0.02,2.45,NA,NA,NA,NA
"634","PS",1997,"Role-Playing",0.93,0.12,1.34,0.06,2.45,83,12,8,190
"635","PS3",2008,"Racing",1.56,0.53,0.05,0.31,2.45,82,50,8,100
"636","PS",1996,"Racing",2.12,0.25,0,0.07,2.44,NA,NA,NA,NA
"637","PS2",2003,"Simulation",1.07,1.19,0,0.18,2.43,81,26,8,42
"638","PC",1997,"Adventure",1.52,0.82,0,0.1,2.43,83,12,NA,NA
"639","Wii",2010,"Action",1.28,0.93,0,0.22,2.43,79,13,8,34
